title,company,location,link
Data scientist,ПАО Магнитогорский металлургический комбинат,Екатеринбург,https://hh.ru/vacancy/43037643
Data scientist,ПАО Магнитогорский металлургический комбинат,Магнитогорск,https://hh.ru/vacancy/43037248
Regular Python Developer,Свордфиш Секьюрити,Москва,https://hh.ru/vacancy/41545241
Software Development Student Intern,SAP,Санкт-Петербург,https://hh.ru/vacancy/43117381
Backend разработчик python (junior),Веб-студия Goodbit,Калининград,https://hh.ru/vacancy/43015425
Backend-разработчик,Яндекс.Практикум,Екатеринбург,https://hh.ru/vacancy/42360325
Backend-разработчик (Django),ООО Высокотехнологичные Розничные Решения,Санкт-Петербург,https://hh.ru/vacancy/42992377
Middle/Senior backend разработчик Python (удаленно),ООО Кловер Групп,Пермь,https://hh.ru/vacancy/42579181
Middle/Senior backend разработчик Python (удаленно),ООО Кловер Групп,Челябинск,https://hh.ru/vacancy/42579182
Middle PHP Разработчик,ООО Все эвакуаторы России,Москва,https://hh.ru/vacancy/43069798
Middle/Senior backend разработчик Python (удаленно),ООО Кловер Групп,Калининград,https://hh.ru/vacancy/42836955
Middle/Senior backend разработчик Python (удаленно),ООО Кловер Групп,Саратов,https://hh.ru/vacancy/42836956
Middle/Senior backend разработчик Python (удаленно),ООО Кловер Групп,Нижний Новгород,https://hh.ru/vacancy/42836952
Middle/Senior backend разработчик Python (удаленно),ООО Кловер Групп,Волгоград,https://hh.ru/vacancy/42836954
Senior Python Developer,RocketData,Минск,https://hh.ru/vacancy/42980642
ML инженер,SberTech,Москва,https://hh.ru/vacancy/43073356
Junior python разработчик (разработчик логики),Neuro.net,Нижний Новгород,https://hh.ru/vacancy/42330542
Бэкенд-разработчик (Python),"ЮТэйр, Авиакомпания",Краснодар,https://hh.ru/vacancy/42964122
Разработчик Python,Лига Цифровой Экономики,Москва,https://hh.ru/vacancy/41049881
Python-разработчик,SMENA,Уфа,https://hh.ru/vacancy/42961484
Python разработчик,Лига Цифровой Экономики,Москва,https://hh.ru/vacancy/42988032
Python-разработчик,Noveo,Санкт-Петербург,https://hh.ru/vacancy/41843967
Python Middle Developer,Itransition,Минск,https://hh.ru/vacancy/41484148
Разработчик Python,ООО Анлимитед Продакшен,Москва,https://hh.ru/vacancy/42970947
Python Разработчик,ООО Группа компаний OPEN,Екатеринбург,https://hh.ru/vacancy/42990621
Эксперт Направления Data Scientist,АО ForteBank,Нур-Султан,https://hh.ru/vacancy/43039390
DevOps инженер,ООО Диджитал Горизонт,Москва,https://hh.ru/vacancy/41815994
Python Developer,ООО Кернеликс / Kernelics,Минск,https://hh.ru/vacancy/42924601
Python Developer,БАРС Груп,Нижний Новгород,https://hh.ru/vacancy/41540010
Программист-разработчик (Python),"ГРЧЦ, ФГУП",Москва,https://hh.ru/vacancy/42919139
Программист Python,ООО ДЕДЛАЙН,Екатеринбург,https://hh.ru/vacancy/43192172
WEB программист,ЗАВОД ГОТОВЫХ ТЕПЛИЦ,Вологда,https://hh.ru/vacancy/42331938
Python Developer,iTechArt Group,Минск,https://hh.ru/vacancy/42867409
Backend-разработчик,Яндекс.Практикум,Москва,https://hh.ru/vacancy/42935115
Backend-разработчик,Яндекс.Практикум,Санкт-Петербург,https://hh.ru/vacancy/42935116
Python Developer,Nexign (АО «Нэксайн»),Самара,https://hh.ru/vacancy/42895677
Python Developer,Nexign (АО «Нэксайн»),Новосибирск,https://hh.ru/vacancy/42895638
Системный аналитик,ООО Диджитал Горизонт,Москва,https://hh.ru/vacancy/42672927
Data Engineer,"«РОСБАНК, Societe Generale Group», с опытом работы",Нижний Новгород,https://hh.ru/vacancy/41993226
Team Lead Developer,ООО РАБЛЗ,Москва,https://hh.ru/vacancy/43085131
Python full stack developer,"Velvetech, LLC",Казань,https://hh.ru/vacancy/42284597
Python full stack developer (remote),"Velvetech, LLC",Новосибирск,https://hh.ru/vacancy/42284596
Python full stack developer (remote),"Velvetech, LLC",Краснодар,https://hh.ru/vacancy/42284598
Python full stack developer(remote),"Velvetech, LLC",Санкт-Петербург,https://hh.ru/vacancy/42284599
Data Scientist,"ОТП Банк, АО (OTP bank)",Москва,https://hh.ru/vacancy/42340344
